slug,market_url,window_text,first_quote_ts,last_quote_ts,close_ts_utc,quote_count,target_price,final_price_last,can_resolve_outcome,outcome_up
btc-updown-5m-1777181400,https://polymarket.com/zh/event/btc-updown-5m-1777181400,13:30-13:35,2026-04-26 05:34:20+00:00,2026-04-26 05:34:59+00:00,2026-04-26 05:30:00+00:00,19,,78105.0,False,
btc-updown-5m-1777181700,https://polymarket.com/zh/event/btc-updown-5m-1777181700,13:35-13:40,2026-04-26 05:35:01+00:00,2026-04-26 05:40:00+00:00,2026-04-26 05:35:00+00:00,136,78105.0,78073.83,True,0.0
btc-updown-5m-1777182000,https://polymarket.com/zh/event/btc-updown-5m-1777182000,13:40-13:45,2026-04-26 05:40:02+00:00,2026-04-26 05:44:59+00:00,2026-04-26 05:40:00+00:00,135,,78070.55,False,
btc-updown-5m-1777182300,https://polymarket.com/zh/event/btc-updown-5m-1777182300,13:45-13:50,2026-04-26 05:45:02+00:00,2026-04-26 05:49:58+00:00,2026-04-26 05:45:00+00:00,136,78070.56,78080.32,True,1.0
btc-updown-5m-1777182600,https://polymarket.com/zh/event/btc-updown-5m-1777182600,13:50-13:55,2026-04-26 05:50:01+00:00,2026-04-26 05:54:59+00:00,2026-04-26 05:50:00+00:00,136,78077.44,78029.58,True,0.0
btc-updown-5m-1777182900,https://polymarket.com/zh/event/btc-updown-5m-1777182900,13:55-14:00,2026-04-26 05:55:02+00:00,2026-04-26 05:59:59+00:00,2026-04-26 05:55:00+00:00,135,78029.58,78004.97,True,0.0
btc-updown-5m-1777183200,https://polymarket.com/zh/event/btc-updown-5m-1777183200,14:00-14:05,2026-04-26 06:00:01+00:00,2026-04-26 06:04:59+00:00,2026-04-26 06:00:00+00:00,134,78004.97,78067.43,True,1.0
btc-updown-5m-1777183500,https://polymarket.com/zh/event/btc-updown-5m-1777183500,14:05-14:10,2026-04-26 06:05:01+00:00,2026-04-26 06:09:59+00:00,2026-04-26 06:05:00+00:00,135,78067.43,78021.41,True,0.0
btc-updown-5m-1777183800,https://polymarket.com/zh/event/btc-updown-5m-1777183800,14:10-14:15,2026-04-26 06:10:01+00:00,2026-04-26 06:14:58+00:00,2026-04-26 06:10:00+00:00,136,78021.41,78034.49,True,1.0
btc-updown-5m-1777184100,https://polymarket.com/zh/event/btc-updown-5m-1777184100,14:15-14:20,2026-04-26 06:15:00+00:00,2026-04-26 06:19:59+00:00,2026-04-26 06:15:00+00:00,136,78034.49,77959.04,True,0.0
btc-updown-5m-1777184400,https://polymarket.com/zh/event/btc-updown-5m-1777184400,14:20-14:25,2026-04-26 06:20:02+00:00,2026-04-26 06:24:59+00:00,2026-04-26 06:20:00+00:00,137,77959.04,77952.49,True,0.0
btc-updown-5m-1777184700,https://polymarket.com/zh/event/btc-updown-5m-1777184700,14:25-14:30,2026-04-26 06:25:01+00:00,2026-04-26 06:29:59+00:00,2026-04-26 06:25:00+00:00,136,77952.49,77968.88,True,1.0
btc-updown-5m-1777185000,https://polymarket.com/zh/event/btc-updown-5m-1777185000,14:30-14:35,2026-04-26 06:30:01+00:00,2026-04-26 06:34:59+00:00,2026-04-26 06:30:00+00:00,137,77974.7,77961.77,True,0.0
btc-updown-5m-1777185300,https://polymarket.com/zh/event/btc-updown-5m-1777185300,14:35-14:40,2026-04-26 06:35:02+00:00,2026-04-26 06:39:58+00:00,2026-04-26 06:35:00+00:00,135,77961.77,78004.23,True,1.0
btc-updown-5m-1777185600,https://polymarket.com/zh/event/btc-updown-5m-1777185600,14:40-14:45,2026-04-26 06:40:01+00:00,2026-04-26 06:44:58+00:00,2026-04-26 06:40:00+00:00,135,78005.1,78033.06,True,1.0
btc-updown-5m-1777185900,https://polymarket.com/zh/event/btc-updown-5m-1777185900,14:45-14:50,2026-04-26 06:45:00+00:00,2026-04-26 06:49:59+00:00,2026-04-26 06:45:00+00:00,135,78033.06,77949.21,True,0.0
btc-updown-5m-1777186200,https://polymarket.com/zh/event/btc-updown-5m-1777186200,14:50-14:55,2026-04-26 06:50:01+00:00,2026-04-26 06:54:58+00:00,2026-04-26 06:50:00+00:00,135,77949.21,77988.57,True,1.0
btc-updown-5m-1777186500,https://polymarket.com/zh/event/btc-updown-5m-1777186500,14:55-15:00,2026-04-26 06:55:00+00:00,2026-04-26 06:59:58+00:00,2026-04-26 06:55:00+00:00,135,77989.58,78019.19,True,1.0
btc-updown-5m-1777186800,https://polymarket.com/zh/event/btc-updown-5m-1777186800,15:00-15:05,2026-04-26 07:00:01+00:00,2026-04-26 07:04:59+00:00,2026-04-26 07:00:00+00:00,135,78024.64,78016.76,True,0.0
btc-updown-5m-1777187100,https://polymarket.com/zh/event/btc-updown-5m-1777187100,15:05-15:10,2026-04-26 07:05:02+00:00,2026-04-26 07:10:00+00:00,2026-04-26 07:05:00+00:00,135,78016.76,78012.28,True,0.0
btc-updown-5m-1777187400,https://polymarket.com/zh/event/btc-updown-5m-1777187400,15:10-15:15,2026-04-26 07:10:02+00:00,2026-04-26 07:14:59+00:00,2026-04-26 07:10:00+00:00,135,,78028.1,False,
btc-updown-5m-1777187700,https://polymarket.com/zh/event/btc-updown-5m-1777187700,15:15-15:20,2026-04-26 07:15:01+00:00,2026-04-26 07:19:59+00:00,2026-04-26 07:15:00+00:00,136,78028.11,78024.64,True,0.0
btc-updown-5m-1777188000,https://polymarket.com/zh/event/btc-updown-5m-1777188000,15:20-15:25,2026-04-26 07:20:02+00:00,2026-04-26 07:24:59+00:00,2026-04-26 07:20:00+00:00,137,78024.64,78040.51,True,1.0
btc-updown-5m-1777188300,https://polymarket.com/zh/event/btc-updown-5m-1777188300,15:25-15:30,2026-04-26 07:25:02+00:00,2026-04-26 07:29:58+00:00,2026-04-26 07:25:00+00:00,135,78040.53,78020.92,True,0.0
btc-updown-5m-1777188600,https://polymarket.com/zh/event/btc-updown-5m-1777188600,15:30-15:35,2026-04-26 07:30:01+00:00,2026-04-26 07:34:59+00:00,2026-04-26 07:30:00+00:00,134,78020.92,77998.17,True,0.0
btc-updown-5m-1777188900,https://polymarket.com/zh/event/btc-updown-5m-1777188900,15:35-15:40,2026-04-26 07:35:01+00:00,2026-04-26 07:39:58+00:00,2026-04-26 07:35:00+00:00,135,77998.18,77995.12,True,0.0
btc-updown-5m-1777189200,https://polymarket.com/zh/event/btc-updown-5m-1777189200,15:40-15:45,2026-04-26 07:40:01+00:00,2026-04-26 07:44:58+00:00,2026-04-26 07:40:00+00:00,135,77995.12,77996.93,True,1.0
btc-updown-5m-1777189500,https://polymarket.com/zh/event/btc-updown-5m-1777189500,15:45-15:50,2026-04-26 07:45:01+00:00,2026-04-26 07:49:58+00:00,2026-04-26 07:45:00+00:00,135,77996.11,78017.29,True,1.0
btc-updown-5m-1777189800,https://polymarket.com/zh/event/btc-updown-5m-1777189800,15:50-15:55,2026-04-26 07:50:01+00:00,2026-04-26 07:55:00+00:00,2026-04-26 07:50:00+00:00,136,78017.29,78074.5,True,1.0
btc-updown-5m-1777190100,https://polymarket.com/zh/event/btc-updown-5m-1777190100,15:55-16:00,2026-04-26 07:55:02+00:00,2026-04-26 07:59:59+00:00,2026-04-26 07:55:00+00:00,135,,78126.31,False,
btc-updown-5m-1777190400,https://polymarket.com/zh/event/btc-updown-5m-1777190400,16:00-16:05,2026-04-26 08:00:02+00:00,2026-04-26 08:04:59+00:00,2026-04-26 08:00:00+00:00,134,78142.72,78138.24,True,0.0
btc-updown-5m-1777190700,https://polymarket.com/zh/event/btc-updown-5m-1777190700,16:05-16:10,2026-04-26 08:05:01+00:00,2026-04-26 08:10:00+00:00,2026-04-26 08:05:00+00:00,135,78138.24,78110.0,True,0.0
btc-updown-5m-1777191000,https://polymarket.com/zh/event/btc-updown-5m-1777191000,16:10-16:15,2026-04-26 08:10:02+00:00,2026-04-26 08:14:58+00:00,2026-04-26 08:10:00+00:00,134,,78105.7,False,
btc-updown-5m-1777191300,https://polymarket.com/zh/event/btc-updown-5m-1777191300,16:15-16:20,2026-04-26 08:15:01+00:00,2026-04-26 08:19:58+00:00,2026-04-26 08:15:00+00:00,137,78105.7,78074.02,True,0.0
btc-updown-5m-1777191600,https://polymarket.com/zh/event/btc-updown-5m-1777191600,16:20-16:25,2026-04-26 08:20:06+00:00,2026-04-26 08:24:59+00:00,2026-04-26 08:20:00+00:00,135,,78071.68,False,
btc-updown-5m-1777191900,https://polymarket.com/zh/event/btc-updown-5m-1777191900,16:25-16:30,2026-04-26 08:25:02+00:00,2026-04-26 08:30:00+00:00,2026-04-26 08:25:00+00:00,135,78071.68,78112.73,True,1.0
btc-updown-5m-1777192200,https://polymarket.com/zh/event/btc-updown-5m-1777192200,16:30-16:35,2026-04-26 08:30:02+00:00,2026-04-26 08:34:59+00:00,2026-04-26 08:30:00+00:00,133,78112.72,78155.84,True,1.0
btc-updown-5m-1777192500,https://polymarket.com/zh/event/btc-updown-5m-1777192500,16:35-16:40,2026-04-26 08:35:01+00:00,2026-04-26 08:39:58+00:00,2026-04-26 08:35:00+00:00,135,78155.84,78167.11,True,1.0
btc-updown-5m-1777192800,https://polymarket.com/zh/event/btc-updown-5m-1777192800,16:40-16:45,2026-04-26 08:40:01+00:00,2026-04-26 08:44:58+00:00,2026-04-26 08:40:00+00:00,135,78167.11,78066.28,True,0.0
btc-updown-5m-1777193100,https://polymarket.com/zh/event/btc-updown-5m-1777193100,16:45-16:50,2026-04-26 08:45:01+00:00,2026-04-26 08:49:59+00:00,2026-04-26 08:45:00+00:00,136,78066.28,78058.01,True,0.0
btc-updown-5m-1777193400,https://polymarket.com/zh/event/btc-updown-5m-1777193400,16:50-16:55,2026-04-26 08:50:02+00:00,2026-04-26 08:54:58+00:00,2026-04-26 08:50:00+00:00,132,78058.01,78077.15,True,1.0
btc-updown-5m-1777193700,https://polymarket.com/zh/event/btc-updown-5m-1777193700,16:55-17:00,2026-04-26 08:55:01+00:00,2026-04-26 08:59:59+00:00,2026-04-26 08:55:00+00:00,136,78077.16,78050.01,True,0.0
btc-updown-5m-1777194000,https://polymarket.com/zh/event/btc-updown-5m-1777194000,17:00-17:05,2026-04-26 09:00:02+00:00,2026-04-26 09:04:59+00:00,2026-04-26 09:00:00+00:00,135,78039.94,78022.95,True,0.0
btc-updown-5m-1777194300,https://polymarket.com/zh/event/btc-updown-5m-1777194300,17:05-17:10,2026-04-26 09:05:01+00:00,2026-04-26 09:09:58+00:00,2026-04-26 09:05:00+00:00,135,78022.95,78005.67,True,0.0
btc-updown-5m-1777194600,https://polymarket.com/zh/event/btc-updown-5m-1777194600,17:10-17:15,2026-04-26 09:10:00+00:00,2026-04-26 09:14:59+00:00,2026-04-26 09:10:00+00:00,136,78005.67,78039.99,True,1.0
btc-updown-5m-1777194900,https://polymarket.com/zh/event/btc-updown-5m-1777194900,17:15-17:20,2026-04-26 09:15:02+00:00,2026-04-26 09:20:00+00:00,2026-04-26 09:15:00+00:00,136,78039.99,78007.24,True,0.0
btc-updown-5m-1777195200,https://polymarket.com/zh/event/btc-updown-5m-1777195200,17:20-17:25,2026-04-26 09:20:02+00:00,2026-04-26 09:24:58+00:00,2026-04-26 09:20:00+00:00,135,78007.24,78041.22,True,1.0
btc-updown-5m-1777195500,https://polymarket.com/zh/event/btc-updown-5m-1777195500,17:25-17:30,2026-04-26 09:25:01+00:00,2026-04-26 09:29:58+00:00,2026-04-26 09:25:00+00:00,135,78041.22,78033.01,True,0.0
btc-updown-5m-1777195800,https://polymarket.com/zh/event/btc-updown-5m-1777195800,17:30-17:35,2026-04-26 09:30:00+00:00,2026-04-26 09:34:59+00:00,2026-04-26 09:30:00+00:00,134,78033.01,77992.63,True,0.0
btc-updown-5m-1777196100,https://polymarket.com/zh/event/btc-updown-5m-1777196100,17:35-17:40,2026-04-26 09:35:01+00:00,2026-04-26 09:40:00+00:00,2026-04-26 09:35:00+00:00,136,77992.64,77970.65,True,0.0
btc-updown-5m-1777196400,https://polymarket.com/zh/event/btc-updown-5m-1777196400,17:40-17:45,2026-04-26 09:40:02+00:00,2026-04-26 09:44:59+00:00,2026-04-26 09:40:00+00:00,133,,77998.44,False,
btc-updown-5m-1777196700,https://polymarket.com/zh/event/btc-updown-5m-1777196700,17:45-17:50,2026-04-26 09:45:01+00:00,2026-04-26 09:49:58+00:00,2026-04-26 09:45:00+00:00,137,77998.44,77988.55,True,0.0
btc-updown-5m-1777197000,https://polymarket.com/zh/event/btc-updown-5m-1777197000,17:50-17:55,2026-04-26 09:50:00+00:00,2026-04-26 09:55:00+00:00,2026-04-26 09:50:00+00:00,137,77988.55,78014.79,True,1.0
btc-updown-5m-1777197300,https://polymarket.com/zh/event/btc-updown-5m-1777197300,17:55-18:00,2026-04-26 09:55:02+00:00,2026-04-26 09:59:59+00:00,2026-04-26 09:55:00+00:00,135,,78026.92,False,
btc-updown-5m-1777197600,https://polymarket.com/zh/event/btc-updown-5m-1777197600,18:00-18:05,2026-04-26 10:00:01+00:00,2026-04-26 10:04:58+00:00,2026-04-26 10:00:00+00:00,134,78026.91,77990.21,True,0.0
btc-updown-5m-1777197900,https://polymarket.com/zh/event/btc-updown-5m-1777197900,18:05-18:10,2026-04-26 10:05:00+00:00,2026-04-26 10:09:59+00:00,2026-04-26 10:05:00+00:00,136,77990.21,78057.44,True,1.0
btc-updown-5m-1777198200,https://polymarket.com/zh/event/btc-updown-5m-1777198200,18:10-18:15,2026-04-26 10:10:02+00:00,2026-04-26 10:14:59+00:00,2026-04-26 10:10:00+00:00,135,78049.78,78058.01,True,1.0
btc-updown-5m-1777198500,https://polymarket.com/zh/event/btc-updown-5m-1777198500,18:15-18:20,2026-04-26 10:15:01+00:00,2026-04-26 10:20:00+00:00,2026-04-26 10:15:00+00:00,138,78057.96,78053.0,True,0.0
btc-updown-5m-1777198800,https://polymarket.com/zh/event/btc-updown-5m-1777198800,18:20-18:25,2026-04-26 10:20:02+00:00,2026-04-26 10:24:58+00:00,2026-04-26 10:20:00+00:00,134,,78044.32,False,
btc-updown-5m-1777199100,https://polymarket.com/zh/event/btc-updown-5m-1777199100,18:25-18:30,2026-04-26 10:25:00+00:00,2026-04-26 10:29:59+00:00,2026-04-26 10:25:00+00:00,136,78044.32,78030.5,True,0.0
btc-updown-5m-1777199400,https://polymarket.com/zh/event/btc-updown-5m-1777199400,18:30-18:35,2026-04-26 10:30:01+00:00,2026-04-26 10:34:59+00:00,2026-04-26 10:30:00+00:00,130,78030.5,78031.96,True,1.0
btc-updown-5m-1777199700,https://polymarket.com/zh/event/btc-updown-5m-1777199700,18:35-18:40,2026-04-26 10:35:01+00:00,2026-04-26 10:40:00+00:00,2026-04-26 10:35:00+00:00,160,78031.96,78021.37,True,0.0
btc-updown-5m-1777200000,https://polymarket.com/zh/event/btc-updown-5m-1777200000,18:40-18:45,2026-04-26 10:40:02+00:00,2026-04-26 10:44:59+00:00,2026-04-26 10:40:00+00:00,159,78021.37,78010.74,True,0.0
btc-updown-5m-1777200300,https://polymarket.com/zh/event/btc-updown-5m-1777200300,18:45-18:50,2026-04-26 10:45:01+00:00,2026-04-26 10:49:59+00:00,2026-04-26 10:45:00+00:00,160,78011.99,78000.01,True,0.0
btc-updown-5m-1777200600,https://polymarket.com/zh/event/btc-updown-5m-1777200600,18:50-18:55,2026-04-26 10:50:01+00:00,2026-04-26 10:54:58+00:00,2026-04-26 10:50:00+00:00,157,78000.01,78007.99,True,1.0
btc-updown-5m-1777200900,https://polymarket.com/zh/event/btc-updown-5m-1777200900,18:55-19:00,2026-04-26 10:55:00+00:00,2026-04-26 10:59:59+00:00,2026-04-26 10:55:00+00:00,157,78007.98,78024.64,True,1.0
btc-updown-5m-1777201200,https://polymarket.com/zh/event/btc-updown-5m-1777201200,19:00-19:05,2026-04-26 11:00:01+00:00,2026-04-26 11:04:58+00:00,2026-04-26 11:00:00+00:00,158,78024.64,78050.9,True,1.0
btc-updown-5m-1777201500,https://polymarket.com/zh/event/btc-updown-5m-1777201500,19:05-19:10,2026-04-26 11:05:00+00:00,2026-04-26 11:09:59+00:00,2026-04-26 11:05:00+00:00,160,78050.9,78074.04,True,1.0
btc-updown-5m-1777201800,https://polymarket.com/zh/event/btc-updown-5m-1777201800,19:10-19:15,2026-04-26 11:10:01+00:00,2026-04-26 11:14:59+00:00,2026-04-26 11:10:00+00:00,160,78074.04,78070.59,True,0.0
btc-updown-5m-1777202100,https://polymarket.com/zh/event/btc-updown-5m-1777202100,19:15-19:20,2026-04-26 11:15:01+00:00,2026-04-26 11:19:58+00:00,2026-04-26 11:15:00+00:00,159,78070.59,78064.01,True,0.0
btc-updown-5m-1777202400,https://polymarket.com/zh/event/btc-updown-5m-1777202400,19:20-19:25,2026-04-26 11:20:01+00:00,2026-04-26 11:24:59+00:00,2026-04-26 11:20:00+00:00,160,78073.84,78139.98,True,1.0
btc-updown-5m-1777202700,https://polymarket.com/zh/event/btc-updown-5m-1777202700,19:25-19:30,2026-04-26 11:25:01+00:00,2026-04-26 11:29:59+00:00,2026-04-26 11:25:00+00:00,159,78139.98,78160.73,True,1.0
btc-updown-5m-1777203000,https://polymarket.com/zh/event/btc-updown-5m-1777203000,19:30-19:35,2026-04-26 11:30:01+00:00,2026-04-26 11:34:59+00:00,2026-04-26 11:30:00+00:00,158,78160.74,78126.84,True,0.0
btc-updown-5m-1777203300,https://polymarket.com/zh/event/btc-updown-5m-1777203300,19:35-19:40,2026-04-26 11:35:02+00:00,2026-04-26 11:40:00+00:00,2026-04-26 11:35:00+00:00,159,78126.84,78100.09,True,0.0
btc-updown-5m-1777203600,https://polymarket.com/zh/event/btc-updown-5m-1777203600,19:40-19:45,2026-04-26 11:40:02+00:00,2026-04-26 11:44:59+00:00,2026-04-26 11:40:00+00:00,159,78100.09,78109.29,True,1.0
btc-updown-5m-1777203900,https://polymarket.com/zh/event/btc-updown-5m-1777203900,19:45-19:50,2026-04-26 11:45:01+00:00,2026-04-26 11:49:58+00:00,2026-04-26 11:45:00+00:00,159,78109.29,78121.28,True,1.0
btc-updown-5m-1777204200,https://polymarket.com/zh/event/btc-updown-5m-1777204200,19:50-19:55,2026-04-26 11:50:01+00:00,2026-04-26 11:54:58+00:00,2026-04-26 11:50:00+00:00,159,78121.29,78137.98,True,1.0
btc-updown-5m-1777204500,https://polymarket.com/zh/event/btc-updown-5m-1777204500,19:55-20:00,2026-04-26 11:55:00+00:00,2026-04-26 12:00:00+00:00,2026-04-26 11:55:00+00:00,159,78137.97,78118.01,True,0.0
btc-updown-5m-1777204800,https://polymarket.com/zh/event/btc-updown-5m-1777204800,20:00-20:05,2026-04-26 12:00:02+00:00,2026-04-26 12:04:59+00:00,2026-04-26 12:00:00+00:00,157,78120.83,78090.24,True,0.0
btc-updown-5m-1777205100,https://polymarket.com/zh/event/btc-updown-5m-1777205100,20:05-20:10,2026-04-26 12:05:01+00:00,2026-04-26 12:09:59+00:00,2026-04-26 12:05:00+00:00,159,78090.23,78077.06,True,0.0
btc-updown-5m-1777205400,https://polymarket.com/zh/event/btc-updown-5m-1777205400,20:10-20:15,2026-04-26 12:10:01+00:00,2026-04-26 12:14:58+00:00,2026-04-26 12:10:00+00:00,158,78077.06,78010.39,True,0.0
btc-updown-5m-1777205700,https://polymarket.com/zh/event/btc-updown-5m-1777205700,20:15-20:20,2026-04-26 12:15:00+00:00,2026-04-26 12:19:59+00:00,2026-04-26 12:15:00+00:00,159,78010.38,78019.84,True,1.0
btc-updown-5m-1777206000,https://polymarket.com/zh/event/btc-updown-5m-1777206000,20:20-20:25,2026-04-26 12:20:01+00:00,2026-04-26 12:24:58+00:00,2026-04-26 12:20:00+00:00,157,78019.84,78017.97,True,0.0
btc-updown-5m-1777206300,https://polymarket.com/zh/event/btc-updown-5m-1777206300,20:25-20:30,2026-04-26 12:25:00+00:00,2026-04-26 12:30:00+00:00,2026-04-26 12:25:00+00:00,160,78017.97,77995.91,True,0.0
btc-updown-5m-1777206600,https://polymarket.com/zh/event/btc-updown-5m-1777206600,20:30-20:35,2026-04-26 12:30:02+00:00,2026-04-26 12:34:58+00:00,2026-04-26 12:30:00+00:00,157,77995.91,77984.54,True,0.0
btc-updown-5m-1777206900,https://polymarket.com/zh/event/btc-updown-5m-1777206900,20:35-20:40,2026-04-26 12:35:01+00:00,2026-04-26 12:39:59+00:00,2026-04-26 12:35:00+00:00,156,77984.55,78003.87,True,1.0
btc-updown-5m-1777207200,https://polymarket.com/zh/event/btc-updown-5m-1777207200,20:40-20:45,2026-04-26 12:40:01+00:00,2026-04-26 12:44:59+00:00,2026-04-26 12:40:00+00:00,158,78003.87,77960.01,True,0.0
btc-updown-5m-1777207500,https://polymarket.com/zh/event/btc-updown-5m-1777207500,20:45-20:50,2026-04-26 12:45:01+00:00,2026-04-26 12:49:59+00:00,2026-04-26 12:45:00+00:00,159,77950.0,77857.27,True,0.0
btc-updown-5m-1777207800,https://polymarket.com/zh/event/btc-updown-5m-1777207800,20:50-20:55,2026-04-26 12:50:01+00:00,2026-04-26 12:54:58+00:00,2026-04-26 12:50:00+00:00,158,77857.27,77857.0,True,0.0
btc-updown-5m-1777208100,https://polymarket.com/zh/event/btc-updown-5m-1777208100,20:55-21:00,2026-04-26 12:55:00+00:00,2026-04-26 12:59:58+00:00,2026-04-26 12:55:00+00:00,158,77857.0,77850.81,True,0.0
btc-updown-5m-1777208400,https://polymarket.com/zh/event/btc-updown-5m-1777208400,21:00-21:05,2026-04-26 13:00:01+00:00,2026-04-26 13:04:59+00:00,2026-04-26 13:00:00+00:00,157,77850.81,77860.64,True,1.0
btc-updown-5m-1777208700,https://polymarket.com/zh/event/btc-updown-5m-1777208700,21:05-21:10,2026-04-26 13:05:02+00:00,2026-04-26 13:09:59+00:00,2026-04-26 13:05:00+00:00,158,77860.63,77916.21,True,1.0
btc-updown-5m-1777209000,https://polymarket.com/zh/event/btc-updown-5m-1777209000,21:10-21:15,2026-04-26 13:10:01+00:00,2026-04-26 13:14:59+00:00,2026-04-26 13:10:00+00:00,156,77909.15,77924.52,True,1.0
btc-updown-5m-1777209300,https://polymarket.com/zh/event/btc-updown-5m-1777209300,21:15-21:20,2026-04-26 13:15:01+00:00,2026-04-26 13:19:59+00:00,2026-04-26 13:15:00+00:00,158,77924.52,77914.57,True,0.0
btc-updown-5m-1777209600,https://polymarket.com/zh/event/btc-updown-5m-1777209600,21:20-21:25,2026-04-26 13:20:01+00:00,2026-04-26 13:24:59+00:00,2026-04-26 13:20:00+00:00,158,77910.61,77870.25,True,0.0
