source_layer,strategy,sizing,trades,ending_bankroll,total_return,avg_trade_return_on_cost,median_trade_return_on_cost,win_rate,profit_factor,max_drawdown,max_consecutive_losses,avg_entry_minute,avg_edge,p10_trade_return_on_cost,score_end,score_win,score_pf,score_dd,score_streak,score_tail,robustness_score
all_monthly_history,hist_m4_rise30to50_up,fixed_25pct,50,179.2204390472366,0.7922043904723659,0.0635924410080621,0.09999999999999998,0.9,1.4438900332229465,0.47523713617613145,2,4.0,,-0.091927437641723,1.0,0.96875,0.9791666666666666,0.9375,0.96875,0.9479166666666666,0.96875
all_monthly_history,hist_m2_sharpdrop_reversal_up,fixed_10pct,51,176.20839875467735,0.7620839875467735,0.44392442688487893,-1.0344827586206897,0.3137254901960784,1.1240559917716548,0.5533673320781297,9,2.0,,-1.0666666666666667,0.9791666666666666,0.13541666666666666,0.9166666666666666,0.8958333333333334,0.4270833333333333,0.5833333333333334,0.6864583333333334
all_monthly_history,hist_m4_rise30to50_up,fixed_20pct,50,160.44885747940603,0.6044885747940603,0.06359244100806209,0.09999999999999998,0.9,1.4448693889643969,0.3824616554652909,2,4.0,,-0.09192743764172298,0.9583333333333334,0.96875,1.0,0.9583333333333334,0.96875,0.9895833333333334,0.9729166666666668
all_monthly_history,hist_switch_v1,fixed_10pct,242,157.3799193191817,0.5737991931918172,0.12383625720297181,0.21476964769647694,0.5991735537190083,1.0270881072428273,0.7425889165187879,5,1.7272727272727273,,-1.0769230769230769,0.9375,0.6354166666666666,0.8541666666666666,0.6875,0.6354166666666666,0.3125,0.7177083333333334
all_monthly_history,hist_switch_conservative,fixed_10pct,133,151.87243219205988,0.5187243219205988,0.17983360172652704,0.28571428571428564,0.5789473684210527,1.0509911092991695,0.6012848494634269,7,1.6165413533834587,,-1.0521052631578947,0.9166666666666666,0.5520833333333334,0.875,0.875,0.5520833333333334,0.6354166666666666,0.7625
all_monthly_history,hist_m2_sharpdrop_reversal_up,fixed_15pct,51,149.73398683189023,0.4973398683189023,0.44392442688487893,-1.0344827586206897,0.3137254901960784,1.0554443889406242,0.6723546673778744,9,2.0,,-1.0666666666666669,0.8958333333333334,0.13541666666666666,0.8958333333333334,0.8333333333333334,0.4270833333333333,0.5416666666666666,0.6489583333333335
all_monthly_history,hist_m4_rise30to50_up,fixed_15pct,50,138.78299578348776,0.3878299578348776,0.0635924410080621,0.09999999999999999,0.9,1.3856391820826268,0.28894779861417536,2,4.0,,-0.091927437641723,0.875,0.96875,0.9375,0.9791666666666666,0.96875,0.9479166666666666,0.9437500000000001
all_monthly_history,hist_m2_sharpdrop_reversal_up,fixed_20pct,51,128.4382770850673,0.2843827708506732,0.44392442688487893,-1.0344827586206897,0.3137254901960784,1.0263406280308363,0.7305927852060666,9,2.0,,-1.0666666666666669,0.8541666666666666,0.13541666666666666,0.8333333333333334,0.7291666666666666,0.4270833333333333,0.5416666666666666,0.6072916666666668
all_monthly_history,hist_m2_sharpdrop_reversal_up,fixed_25pct,51,126.17669245464688,0.2617669245464689,0.44392442688487893,-1.0344827586206897,0.3137254901960784,1.0222601836840226,0.7404759864041899,9,2.0,,-1.0666666666666669,0.8333333333333334,0.13541666666666666,0.8125,0.7083333333333334,0.4270833333333333,0.5416666666666666,0.5947916666666668
all_monthly_history,hist_m4_rise30to50_up,fixed_10pct,50,126.13564268032772,0.2613564268032773,0.0635924410080621,0.09999999999999998,0.9,1.4135683248432032,0.19330241445183174,2,4.0,,-0.09192743764172298,0.8125,0.96875,0.9583333333333334,1.0,0.96875,0.9895833333333334,0.9437500000000002
all_monthly_history,hist_fairprob_robust,fixed_10pct,173,120.44461788743351,0.20444617887433503,0.13946218911177732,0.19277108433734946,0.5606936416184971,1.0207353742301897,0.6941623021977635,10,1.9421965317919074,0.1831776231520626,-1.0714285714285716,0.7916666666666666,0.3854166666666667,0.7916666666666666,0.7604166666666666,0.21875,0.4583333333333333,0.6135416666666667
all_monthly_history,hist_fairprob_conservative,fixed_10pct,170,112.35337849568333,0.1235337849568332,0.1357258075750944,0.19277108433734946,0.5529411764705883,1.0128611771850413,0.6941623021977635,10,1.9529411764705882,0.18554807598401576,-1.0719780219780222,0.7708333333333334,0.3020833333333333,0.7708333333333334,0.7604166666666666,0.21875,0.375,0.5802083333333333
all_monthly_history,hist_switch_conservative,fixed_15pct,133,107.24042764469483,0.07240427644694836,0.17983360172652704,0.28571428571428564,0.5789473684210527,1.0051452802711025,0.7456198294319468,7,1.6165413533834587,,-1.0521052631578947,0.75,0.5520833333333334,0.7291666666666666,0.6666666666666666,0.5520833333333334,0.6354166666666666,0.6583333333333332
all_monthly_history,hist_fairprob_switch,fixed_10pct,186,106.71027003768944,0.06710270037689448,0.1261017395124891,0.22222222222222213,0.5698924731182796,1.0065315620645312,0.6838299475422828,10,1.913978494623656,0.17319951567115938,-1.076923076923077,0.7291666666666666,0.46875,0.75,0.8125,0.21875,0.22916666666666666,0.596875
all_monthly_history,hist_switch_v1,fixed_15pct,242,91.85517389053346,-0.08144826109466541,0.12383625720297181,0.21476964769647694,0.5991735537190083,0.9969280000254905,0.8660811672546267,5,1.7272727272727273,,-1.076923076923077,0.7083333333333334,0.6354166666666666,0.7083333333333334,0.5,0.6354166666666666,0.22916666666666666,0.596875
all_monthly_history,hist_m1_drop20_down,fixed_10pct,115,65.61287832911242,-0.34387121670887577,-0.005076999239954828,0.26923076923076916,0.7391304347826086,0.8824539983620605,0.6140951066614905,3,1.0,,-1.0147058823529411,0.6875,0.8854166666666666,0.4166666666666667,0.8541666666666666,0.84375,0.90625,0.7437500000000001
all_monthly_history,hist_switch_conservative,fixed_20pct,133,64.91474921649787,-0.3508525078350213,0.17983360172652701,0.28571428571428564,0.5789473684210527,0.978169562614113,0.8402830496810659,7,1.6165413533834587,,-1.0521052631578947,0.6666666666666666,0.5520833333333334,0.6875,0.5208333333333334,0.5520833333333334,0.6354166666666666,0.6041666666666667
all_monthly_history,hist_fairprob_robust,fixed_15pct,173,64.71420065769544,-0.3528579934230456,0.13946218911177732,0.19277108433734946,0.5606936416184971,0.9679108559672509,0.8343270414527038,10,1.9421965317919074,0.1831776231520626,-1.0714285714285716,0.6458333333333334,0.3854166666666667,0.6458333333333334,0.5520833333333334,0.21875,0.4583333333333333,0.5135416666666667
all_monthly_history,hist_m2_milddrop_down,fixed_10pct,83,59.80052674305265,-0.4019947325694735,-0.026164052805378566,0.2857142857142857,0.6506024096385542,0.8253067739195954,0.49407285192399564,4,2.0,,-1.0166666666666666,0.625,0.71875,0.25,0.9166666666666666,0.71875,0.7395833333333334,0.6479166666666668
all_monthly_history,hist_fairprob_conservative,fixed_15pct,170,58.65411271004844,-0.41345887289951566,0.13572580757509442,0.19277108433734944,0.5529411764705883,0.9610004190063469,0.8343270414527038,10,1.9529411764705882,0.18554807598401576,-1.0719780219780222,0.6041666666666666,0.3020833333333333,0.6041666666666666,0.5520833333333334,0.21875,0.375,0.47187499999999993
all_monthly_history,hist_fairprob_switch,fixed_15pct,186,54.71592308618176,-0.4528407691381824,0.1261017395124891,0.22222222222222215,0.5698924731182796,0.9600835487432582,0.8243134307833968,10,1.913978494623656,0.17319951567115938,-1.0769230769230769,0.5833333333333334,0.46875,0.5625,0.5833333333333334,0.21875,0.3125,0.49270833333333336
all_monthly_history,hist_m1_drop20_down,fixed_15pct,115,44.70897400951653,-0.5529102599048347,-0.005076999239954839,0.26923076923076916,0.7391304347826086,0.8589319573386642,0.7722634560148737,3,1.0,,-1.0147058823529413,0.5625,0.8854166666666666,0.3541666666666667,0.6458333333333334,0.84375,0.8645833333333334,0.6604166666666667
all_monthly_history,hist_m2_milddrop_down,fixed_15pct,83,40.185639268795725,-0.5981436073120427,-0.026164052805378566,0.2857142857142857,0.6506024096385542,0.7926788591806256,0.6855977416130397,4,2.0,,-1.0166666666666668,0.5416666666666666,0.71875,0.14583333333333334,0.7916666666666666,0.71875,0.6979166666666666,0.58125
all_monthly_history,hist_switch_v2,fixed_10pct,200,35.88112317557121,-0.6411887682442878,0.060163982618050005,0.09999999999999998,0.51,0.9410389219262711,0.875971846471695,9,1.845,,-1.0833333333333333,0.5208333333333334,0.21875,0.5416666666666666,0.4375,0.4270833333333333,0.13541666666666666,0.4000000000000001
all_monthly_history,hist_switch_conservative,fixed_25pct,133,35.0162371582867,-0.649837628417133,0.17983360172652701,0.2857142857142857,0.5789473684210527,0.9619981903584418,0.906072007949524,7,1.6165413533834587,,-1.0521052631578947,0.5,0.5520833333333334,0.625,0.4166666666666667,0.5520833333333334,0.6354166666666666,0.5375000000000001
all_monthly_history,hist_switch_v1,fixed_20pct,242,33.803650140843075,-0.6619634985915692,0.12383625720297178,0.21476964769647694,0.5991735537190083,0.9767730254840872,0.9557107933834456,5,1.7272727272727273,,-1.076923076923077,0.4791666666666667,0.6354166666666666,0.6666666666666666,0.2708333333333333,0.6354166666666666,0.22916666666666666,0.49687499999999996
all_monthly_history,hist_m2_extremeup_fade_down,fixed_10pct,53,29.116342091044963,-0.7088365790895503,0.044690387258708844,-1.0714285714285714,0.1509433962264151,0.837833945665861,0.8687380019532621,12,2.0,,-1.1666666666666667,0.4583333333333333,0.052083333333333336,0.3125,0.4791666666666667,0.052083333333333336,0.020833333333333332,0.2677083333333333
all_monthly_history,hist_fairprob_robust,fixed_20pct,173,26.322552864211577,-0.7367744713578842,0.13946218911177732,0.19277108433734946,0.5606936416184971,0.9225605805352863,0.9269363509605734,10,1.9421965317919074,0.1831776231520626,-1.0714285714285716,0.4375,0.3854166666666667,0.5208333333333334,0.3541666666666667,0.21875,0.4583333333333333,0.4072916666666667
all_monthly_history,hist_m2_drop10_down,fixed_10pct,183,25.780212732284436,-0.7421978726771556,-0.04772358788736934,0.1785714285714286,0.7213114754098361,0.7189828465969038,0.7885505801561136,3,2.0,,-1.0153846153846156,0.4166666666666667,0.8020833333333334,0.10416666666666667,0.625,0.84375,0.7916666666666666,0.5531250000000001
all_monthly_history,hist_m1_drop20_down,fixed_20pct,115,25.458517107407037,-0.7454148289259297,-0.005076999239954849,0.26923076923076916,0.7391304347826086,0.8292263250452014,0.8747317565102896,3,1.0,,-1.0147058823529411,0.3958333333333333,0.8854166666666666,0.2916666666666667,0.4583333333333333,0.84375,0.90625,0.58125
all_monthly_history,hist_m2_milddrop_down,fixed_20pct,83,23.159004230786923,-0.7684099576921308,-0.026164052805378576,0.2857142857142857,0.6506024096385542,0.7563361626334884,0.8238776414329028,4,2.0,,-1.0166666666666668,0.375,0.71875,0.125,0.6041666666666666,0.71875,0.6979166666666666,0.5062500000000001
all_monthly_history,hist_fairprob_conservative,fixed_20pct,170,19.496955736599837,-0.8050304426340016,0.13572580757509442,0.19277108433734946,0.5529411764705883,0.9113069044258814,0.942089492285184,10,1.9529411764705882,0.18554807598401576,-1.0719780219780222,0.3541666666666667,0.3020833333333333,0.4583333333333333,0.2916666666666667,0.21875,0.375,0.34062499999999996
all_monthly_history,hist_fairprob_switch,fixed_20pct,186,19.32041606846699,-0.80679583931533,0.12610173951248915,0.22222222222222215,0.5698924731182796,0.9178002660299764,0.9333244515193866,10,1.913978494623656,0.17319951567115938,-1.0769230769230769,0.3333333333333333,0.46875,0.4791666666666667,0.3333333333333333,0.21875,0.3125,0.3760416666666666
all_monthly_history,hist_m1_drop20_down,fixed_25pct,115,12.863387637203504,-0.871366123627965,-0.0050769992399548195,0.26923076923076916,0.7391304347826086,0.8082302620550681,0.9360569801009113,3,1.0,,-1.0147058823529413,0.3125,0.8854166666666666,0.16666666666666666,0.3125,0.84375,0.8645833333333334,0.50625
all_monthly_history,hist_m2_milddrop_down,fixed_25pct,83,11.336324195335685,-0.8866367580466432,-0.026164052805378545,0.2857142857142857,0.6506024096385542,0.7182086430073475,0.9157081398596125,4,2.0,,-1.0166666666666666,0.2916666666666667,0.71875,0.08333333333333333,0.3958333333333333,0.71875,0.7395833333333334,0.4437500000000001
all_monthly_history,hist_m2_drop10_down,fixed_15pct,183,9.664520760538323,-0.9033547923946168,-0.04772358788736934,0.1785714285714286,0.7213114754098361,0.6688193404453325,0.9257255671848087,3,2.0,,-1.0153846153846156,0.2708333333333333,0.8020833333333334,0.0625,0.375,0.84375,0.7916666666666666,0.465625
all_monthly_history,hist_m2_extremeup_fade_down,fixed_15pct,53,7.515118271714483,-0.9248488172828552,0.04469038725870877,-1.0714285714285716,0.1509433962264151,0.8151178262719734,0.9649658123983803,12,2.0,,-1.1666666666666665,0.25,0.052083333333333336,0.20833333333333334,0.25,0.052083333333333336,0.0625,0.1635416666666667
all_monthly_history,hist_switch_v2,fixed_15pct,200,7.37553718952594,-0.9262446281047406,0.06016398261805003,0.09999999999999998,0.51,0.9181454906015563,0.9720920996855409,9,1.845,,-1.0833333333333333,0.22916666666666666,0.21875,0.5,0.22916666666666666,0.4270833333333333,0.13541666666666666,0.2916666666666667
all_monthly_history,hist_fairprob_robust,fixed_25pct,173,3.530423309800531,-0.9646957669019947,0.13946218911177735,0.19277108433734944,0.5606936416184971,0.8645554509999167,0.9867225630735047,10,1.9421965317919074,0.1831776231520626,-1.0714285714285714,0.20833333333333334,0.3854166666666667,0.3958333333333333,0.1875,0.21875,0.5,0.3072916666666667
all_monthly_history,hist_switch_v1,fixed_25pct,242,3.058903134878505,-0.9694109686512149,0.12383625720297181,0.21476964769647694,0.5991735537190083,0.9607903755707835,0.9957603795951266,5,1.7272727272727273,,-1.076923076923077,0.1875,0.6354166666666666,0.5833333333333334,0.08333333333333333,0.6354166666666666,0.22916666666666666,0.384375
all_monthly_history,hist_m2_drop10_down,fixed_20pct,183,2.8860626114417447,-0.9711393738855826,-0.04772358788736934,0.1785714285714286,0.7213114754098361,0.6220098129745875,0.9786963725644345,3,2.0,,-1.0153846153846153,0.16666666666666666,0.8020833333333334,0.041666666666666664,0.20833333333333334,0.84375,0.8333333333333334,0.41145833333333337
all_monthly_history,hist_fairprob_conservative,fixed_25pct,170,2.5311758905041692,-0.9746882410949583,0.13572580757509442,0.19277108433734946,0.5529411764705883,0.8572662750984213,0.9904805953034754,10,1.9529411764705882,0.18554807598401576,-1.071978021978022,0.14583333333333334,0.3020833333333333,0.3333333333333333,0.16666666666666666,0.21875,0.4166666666666667,0.253125
all_monthly_history,hist_fairprob_switch,fixed_25pct,186,1.983533342802618,-0.9801646665719739,0.12610173951248912,0.22222222222222215,0.5698924731182796,0.8625300008598383,0.9916625042109772,10,1.913978494623656,0.17319951567115938,-1.076923076923077,0.125,0.46875,0.375,0.14583333333333334,0.21875,0.22916666666666666,0.2677083333333333
all_monthly_history,hist_m2_extremeup_fade_down,fixed_20pct,53,1.8109576419797324,-0.9818904235802026,0.044690387258708775,-1.0714285714285714,0.1509433962264151,0.8150116478076397,0.9926201063145305,12,2.0,,-1.1666666666666665,0.10416666666666667,0.052083333333333336,0.1875,0.125,0.052083333333333336,0.0625,0.10520833333333333
all_monthly_history,hist_m2_drop10_down,fixed_25pct,183,0.7113483242665226,-0.9928865167573347,-0.04772358788736934,0.1785714285714286,0.7213114754098361,0.5781128543368182,0.994919910679229,3,2.0,,-1.0153846153846156,0.08333333333333333,0.8020833333333334,0.020833333333333332,0.10416666666666667,0.84375,0.7916666666666666,0.36562500000000003
all_monthly_history,hist_switch_v2,fixed_20pct,200,0.4608791145707244,-0.9953912088542928,0.060163982618050046,0.09999999999999998,0.51,0.8912866768018126,0.9978201827304106,9,1.845,,-1.0833333333333333,0.0625,0.21875,0.4375,0.0625,0.4270833333333333,0.13541666666666666,0.21250000000000002
all_monthly_history,hist_m2_extremeup_fade_down,fixed_25pct,53,0.2898038974038341,-0.9971019610259617,0.04469038725870877,-1.0714285714285714,0.1509433962264151,0.815479274264014,0.9989143827299622,12,2.0,,-1.1666666666666665,0.041666666666666664,0.052083333333333336,0.22916666666666666,0.041666666666666664,0.052083333333333336,0.0625,0.084375
all_monthly_history,hist_switch_v2,fixed_25pct,200,0.01128774187100374,-0.99988712258129,0.060163982618050026,0.09999999999999998,0.51,0.8256932423151313,0.9999195308021784,9,1.845,,-1.0833333333333333,0.020833333333333332,0.21875,0.2708333333333333,0.020833333333333332,0.4270833333333333,0.13541666666666666,0.1625
