strategy,sizing,trades,ending_bankroll,total_return,avg_trade_return_on_cost,max_drawdown,source_layer
value_up_margin2,fixed_20pct,8,79.15927563164419,-0.2084072436835581,-0.0875201475499352,0.4434709978621731,extended_classic
price_interval_up_45_65,fixed_15pct,3,78.53512823386271,-0.2146487176613729,-0.4701771077283374,0.2817626953125,extended_classic
value_down_margin5,half_kelly_capped20,29,78.29569686599785,-0.2170430313400214,0.0592670860731926,0.6198514792305536,classic
value_down_margin5,fixed_20pct,29,78.07081709475324,-0.2192918290524675,0.0592670860731926,0.6763189504232571,classic
value_down_margin5,half_kelly_capped20,28,77.92918413819379,-0.2207081586180621,0.0569394215651192,0.4772151273469915,extended_classic
value_down_margin5,full_kelly_capped20,29,77.86934401837966,-0.2213065598162034,0.0592670860731926,0.6763189504232571,classic
rule_rise30to50_up_size_pos,half_kelly,2,77.84458431055461,-0.2215541568944539,-0.268236283371873,0.2884895580378824,optimizer
value_down_margin2,half_kelly_capped20,32,77.82862210848315,-0.2217137789151685,0.0383648146109737,0.6065475887687061,classic
value_down_margin2_book,half_kelly_capped20,8,77.14058069953137,-0.2285941930046863,-0.2101480234255301,0.3216082525062738,classic
rule_drop10_down_size_strong_neg,full_kelly,11,77.05505189672277,-0.2294494810327723,-0.1637857925869993,0.2755581047659594,optimizer
rolling_sharpe_filter_down,fixed_10pct,6,76.95977628535506,-0.2304022371464493,-0.407163380339969,0.2624688105986806,extended_classic
rule_drop10_down_size_neg,half_kelly_capped20,13,76.93172708015531,-0.2306827291984469,-0.294520324118657,0.2508773780703286,optimizer
rule_drop10_down_size_neg,half_kelly,13,76.93172708015531,-0.2306827291984469,-0.294520324118657,0.2508773780703286,optimizer
value_down_margin2_book,fixed_10pct,10,76.80287086895004,-0.2319712913104996,-0.2280787362007415,0.274268157514733,extended_classic
value_down_margin2,full_kelly_capped20,32,76.7741176293424,-0.232258823706576,0.0383648146109736,0.6533590326492533,classic
model_value_baseline,half_kelly,178,76.56252672033949,-0.234374732796605,0.1963948042228678,0.9227397228488244,bankroll
rule_drop20_down,quarter_kelly,15,76.44804962669515,-0.2355195037330485,-0.206955983506959,0.2590118506709584,optimizer
rule_drop20_down,quarter_kelly_capped20,15,76.44804962669515,-0.2355195037330485,-0.206955983506959,0.2590118506709584,optimizer
value_up_margin2,half_kelly_capped20,8,76.44023850318541,-0.2355976149681459,-0.0875201475499352,0.4434709978621731,extended_classic
value_down_margin5,quarter_kelly_capped20,29,75.91721725973984,-0.2408278274026015,0.0592670860731926,0.4417877425587856,classic
classic_trend_down_combo,fixed_20pct,15,75.81993449145686,-0.2418006550854313,-0.0380323442803478,0.4511590996370449,classic
value_down_margin2,quarter_kelly_capped20,32,75.7499914214833,-0.242500085785167,0.0383648146109737,0.4321322345271013,classic
rule_drop10_to50_down,half_kelly,41,75.48996049517243,-0.2451003950482757,-0.0088751779198839,0.5130495997846192,optimizer
rule_drop10_down,half_kelly,43,75.06714341880415,-0.2493285658119585,0.0098802348756036,0.5492919831160692,optimizer
rolling_rule_drop10_down,fixed_10pct,13,74.89464817916505,-0.2510535182083495,-0.1964575330150344,0.3262033566532291,classic
price_interval_down_55_75,fixed_20pct,37,74.51757049054136,-0.2548242950945864,0.0220125145259563,0.717961211092147,extended_classic
value_down_margin5,fixed_20pct,28,74.48960471062492,-0.2551039528937509,0.0569394215651192,0.5426336238130857,extended_classic
value_up_margin2,fixed_25pct,9,74.3420725715471,-0.256579274284529,-0.0382218663153153,0.532876304457605,classic
value_down_margin5,full_kelly_capped20,28,74.297373472662,-0.25702626527338,0.0569394215651192,0.5426336238130858,extended_classic
value_down_margin2_book,full_kelly_capped20,8,73.23088227780639,-0.2676911772219361,-0.2101480234255301,0.3642360379346681,classic
rule_drop10_down_good_liq400,half_kelly,1,73.14331593737455,-0.2685668406262544,-1.018867924528302,0.2685668406262544,optimizer
value_down_margin2_book,fixed_15pct,8,72.60600711208518,-0.2739399288791482,-0.21014802342553,0.3037780139937037,classic
value_up_margin2,fixed_25pct,8,72.20275033029435,-0.2779724966970565,-0.0875201475499352,0.532876304457605,extended_classic
rule_drop10_to30_down,fixed_20pct,50,71.71282990682533,-0.2828717009317466,0.0373346399563758,0.6735147227877628,optimizer
rule_drop10_to30_down,half_kelly,34,71.58087383058889,-0.2841912616941111,0.0294398544640544,0.486982287099546,optimizer
rule_drop10_to30_down,half_kelly_capped20,34,71.57194955734666,-0.2842805044265334,0.0294398544640544,0.4740555587908578,optimizer
price_interval_up_45_65,fixed_20pct,3,71.37256659836065,-0.2862743340163934,-0.4701771077283372,0.3653459821428572,extended_classic
value_down_margin2,half_kelly_capped20,35,71.23460159611702,-0.2876539840388298,0.0072609975383147,0.5385765856099488,extended_classic
rule_drop10_down_pricecap75,quarter_kelly_capped20,30,70.72162543670427,-0.2927837456329573,-0.0384670972669803,0.4348485649468793,optimizer
rule_drop10_down_combo80_neg,full_kelly,9,70.69439951759048,-0.2930560048240952,-0.2738292071650103,0.3849722412905608,optimizer
rule_drop10_to50_down,half_kelly_capped20,41,70.58203480715467,-0.2941796519284533,-0.0088751779198839,0.526272856806883,optimizer
rule_drop10_down,half_kelly_capped20,43,70.52263070460513,-0.2947736929539486,0.0098802348756036,0.5492919831160692,optimizer
value_down_margin2_book,half_kelly_capped20,10,70.44981858474071,-0.2955018141525929,-0.2280787362007415,0.4156952241732661,extended_classic
rule_drop10_down_combo75_neg,half_kelly_capped20,11,70.4162477253147,-0.2958375227468529,-0.1425118161182551,0.3201655137451676,optimizer
classic_trend_down_score3,fixed_10pct,65,69.86619911295789,-0.3013380088704211,-0.022640138761644,0.5295253482513812,classic
rolling_pnl_filter_down,fixed_10pct,16,69.66983311930022,-0.3033016688069978,-0.2011825518077778,0.3268615157555534,extended_classic
rule_drop10_down_combo80_liq,fixed_20pct,18,69.24252825333095,-0.3075747174666905,-0.0488983564675434,0.5624309534092603,optimizer
value_down_margin2,fixed_20pct,32,68.92290593874948,-0.3107709406125052,0.0383648146109737,0.63894255457143,classic
classic_trend_down_score4,fixed_15pct,24,68.1720790019101,-0.318279209980899,-0.0676463856769282,0.5317796483679017,classic
value_down_margin2,fixed_15pct,35,67.85112351944872,-0.3214887648055128,0.0072609975383147,0.518166550265488,extended_classic
rule_drop10_down_combo75_neg,half_kelly,11,67.80959195413025,-0.3219040804586974,-0.1425118161182551,0.3453315023385829,optimizer
rule_drop10_down_pricecap75,quarter_kelly,30,67.43280886646126,-0.3256719113353874,-0.0384670972669802,0.4742400812992436,optimizer
pressure_down_strong,fixed_15pct,35,67.37382563732774,-0.3262617436267225,-0.0386853428571028,0.5922016246357218,extended_classic
value_down_margin5,fixed_25pct,29,67.20471595163968,-0.3279528404836032,0.0592670860731926,0.7610804473790019,classic
classic_trend_down_combo,fixed_25pct,15,66.78447103317599,-0.3321552896682401,-0.0380323442803478,0.5406736190494486,classic
price_interval_down_60_80,fixed_20pct,48,66.67255179916927,-0.3332744820083073,0.0247488994993917,0.7459286864702761,extended_classic
rolling_sharpe_filter_down,fixed_15pct,6,66.40189865033085,-0.3359810134966915,-0.407163380339969,0.3766352371601593,extended_classic
classic_trend_down_price,fixed_25pct,57,66.15796262338567,-0.3384203737661433,0.0602040653613855,0.7967676773114541,classic
regime_trend_down_price,fixed_10pct,8,65.88151006852712,-0.3411848993147288,-0.4839580132609982,0.3753456823132243,extended_classic
value_down_margin2_book,fixed_15pct,10,65.38959666413389,-0.3461040333586611,-0.2280787362007415,0.3902438257376185,extended_classic
rule_interval_best,fixed_20pct,70,65.26158581400415,-0.3473841418599585,0.036386534711619,0.7228181722532113,bankroll
price_interval_up_45_65,fixed_25pct,3,64.28670056809865,-0.3571329943190134,-0.4701771077283372,0.4437604631696428,extended_classic
value_down_margin2_book,full_kelly_capped20,10,63.25966442507468,-0.3674033557492532,-0.2280787362007415,0.467154410411864,extended_classic
value_down_margin2_book,fixed_20pct,8,63.11764716232444,-0.3688235283767556,-0.2101480234255301,0.4029411754915255,classic
rolling_rule_drop10_down,fixed_15pct,13,62.82768230235553,-0.3717231769764447,-0.1964575330150344,0.4591535118827069,classic
vol_filter_down_midrange,fixed_10pct,20,62.10293551087662,-0.3789706448912338,-0.2116625242342488,0.4353969904765688,extended_classic
price_interval_down_55_75,fixed_25pct,37,61.17403206953789,-0.388259679304621,0.0220125145259563,0.8155582735680187,extended_classic
value_down_margin5,fixed_25pct,28,61.0385039422361,-0.389614960577639,0.0569394215651192,0.6381927852442725,extended_classic
rule_drop10_down_pricecap80,half_kelly_capped20,35,60.96208660749833,-0.3903791339250166,0.0110146054990115,0.5767977519574997,optimizer
value_down_margin2,full_kelly_capped20,35,60.48506390007202,-0.3951493609992798,0.0072609975383147,0.5965529728954709,extended_classic
model_value_baseline_edge2pct,half_kelly,164,59.92261520058308,-0.4007738479941691,0.1714859394141233,0.9366308644791486,bankroll
model_value_baseline_edge2pct,fixed_10pct,164,59.698513646172906,-0.403014863538271,0.1714859394141233,0.8777417012134695,bankroll
rule_drop10_down_good_liq400,fixed_20pct,16,59.580579476685,-0.4041942052331501,-0.1273882130744761,0.4252793441446754,optimizer
vol_filter_down_clean,fixed_10pct,19,58.83829420924093,-0.4116170579075907,-0.2571226767527091,0.4735685388837028,extended_classic
rule_rise30to50_up,half_kelly,11,58.34639608724496,-0.4165360391275504,0.0039028461579386,0.6429543751114838,optimizer
value_down_margin2,fixed_25pct,32,56.91759508942177,-0.4308240491057823,0.0383648146109737,0.7261476409038052,classic
rule_drop10_down_good_liq250,fixed_10pct,36,56.74630630277977,-0.4325369369722023,-0.1369245908799326,0.4758920101389604,optimizer
classic_trend_down_liq,fixed_10pct,36,56.74630630277977,-0.4325369369722023,-0.1369245908799326,0.4758920101389604,classic
pressure_down_confirm,fixed_10pct,36,56.74630630277977,-0.4325369369722023,-0.1369245908799326,0.4758920101389604,extended_classic
rule_drop10_down_pricecap80,half_kelly,35,56.696840956080905,-0.4330315904391909,0.0110146054990116,0.5828253372077711,optimizer
rolling_sharpe_filter_down,fixed_20pct,6,56.5216356585193,-0.434783643414807,-0.407163380339969,0.4800009519416224,extended_classic
rolling_pnl_filter_down,fixed_15pct,16,56.19647736200058,-0.4380352263799942,-0.2011825518077778,0.466172389990891,extended_classic
regime_trend_down,fixed_10pct,25,56.05763872503406,-0.4394236127496593,-0.2088340734481046,0.5099193197759008,extended_classic
rule_drop10_down_combo80_neg,fixed_20pct,31,55.94466692539508,-0.4405533307460492,-0.0403676712376874,0.6717570432936362,optimizer
classic_trend_down_score4,fixed_20pct,24,55.91019484873317,-0.4408980515126682,-0.0676463856769281,0.6517232318160938,classic
rule_drop20_down,half_kelly,15,55.60922909709127,-0.4439077090290874,-0.2069559835069589,0.477329367954986,optimizer
rule_drop20_down,half_kelly_capped20,15,55.60922909709127,-0.4439077090290874,-0.2069559835069589,0.477329367954986,optimizer
rule_drop30_down,fixed_10pct,47,55.12969031888071,-0.4487030968111929,-0.1075899545902569,0.5078774862499923,bankroll
rule_drop30_down,fixed_10pct,47,55.12969031888069,-0.4487030968111931,-0.107589954590257,0.5078774862499925,optimizer
value_down_margin2,fixed_20pct,35,54.874156584144416,-0.4512584341585558,0.0072609975383147,0.6354136601252883,extended_classic
classic_neutral_value_up,fixed_10pct,22,54.67654715152332,-0.4532345284847667,-0.2117960872483454,0.4532345284847667,classic
value_down_margin2_book,fixed_20pct,10,54.48806218085329,-0.4551193781914671,-0.2280787362007416,0.4931548413534715,extended_classic
classic_trend_down_midrange,fixed_10pct,73,54.47737052682869,-0.455226294731713,-0.0400452662335356,0.5715433543738878,classic
rule_drop10_to50_down,fixed_10pct,73,54.47737052682869,-0.455226294731713,-0.0400452662335356,0.5715433543738878,optimizer
classic_trend_down_score3,fixed_15pct,65,54.30095324857726,-0.4569904675142274,-0.0226401387616439,0.6891382611350398,classic
value_down_margin2_book,fixed_25pct,8,53.82335293063744,-0.4617664706936256,-0.2101480234255301,0.4976487059807172,classic
rule_drop10_down_size_neg,full_kelly,13,53.690017284817536,-0.4630998271518246,-0.294520324118657,0.4768120745291944,optimizer
pressure_down_strong,fixed_20pct,35,53.66256133078901,-0.4633743866921098,-0.0386853428571028,0.7211009638051252,extended_classic
rule_drop10_down_pricecap75,half_kelly_capped20,30,52.5431196944019,-0.4745688030559809,-0.0384670972669803,0.5646136236524457,optimizer
regime_trend_down_price,fixed_15pct,8,52.53157049402809,-0.4746842950597191,-0.4839580132609982,0.5145096734125923,extended_classic
rule_drop10_down,fixed_10pct,97,51.90810679979129,-0.4809189320020871,-0.0328865553394153,0.6393931307628136,optimizer
rule_drop10_down,fixed_10pct,97,51.90810679979129,-0.4809189320020871,-0.0328865553394153,0.6393931307628136,bankroll
classic_trend_down_basic,fixed_10pct,97,51.90810679979129,-0.4809189320020871,-0.0328865553394153,0.6393931307628136,classic
baseline_rule_drop10_down,fixed_10pct,97,51.90810679979129,-0.4809189320020871,-0.0328865553394153,0.6393931307628136,extended_classic
tiered_down_score_signal,fixed_10pct,97,51.90810679979129,-0.4809189320020871,-0.0328865553394153,0.6393931307628136,extended_classic
rolling_rule_drop10_down,fixed_20pct,13,51.57008488982128,-0.4842991511017872,-0.1964575330150344,0.5726037980616189,classic
price_interval_down_60_80,fixed_25pct,48,51.49653863071365,-0.4850346136928635,0.0247488994993917,0.8418064773862775,extended_classic
rule_drop10_down_size_strong_neg,fixed_10pct,48,51.38339436424376,-0.4861660563575624,-0.1172740336674039,0.5729779706780995,optimizer
rule_rise30to50_up_size_pos,full_kelly,2,50.2612330198537,-0.497387669801463,-0.268236283371873,0.576979116075765,optimizer
rolling_sharpe_filter_down,fixed_25pct,6,47.526787770903866,-0.5247321222909613,-0.407163380339969,0.5713270122624358,extended_classic
model_value_random_forest_edge2pct,fixed_10pct,152,47.21118521137666,-0.5278881478862334,0.0946836390919831,0.8181085141595908,bankroll
vol_filter_down_midrange,fixed_15pct,20,46.982312721364174,-0.5301768727863583,-0.2116625242342488,0.59177822582112,extended_classic
rule_drop10_down_good_liq400,full_kelly,1,46.2866318747491,-0.537133681252509,-1.018867924528302,0.537133681252509,optimizer
rule_drop10_down_size_neg,fixed_10pct,54,45.16578483446067,-0.5483421516553932,-0.1258959785138737,0.6306165249250678,optimizer
value_down_margin2_book,fixed_25pct,10,44.34219310450024,-0.5565780689549976,-0.2280787362007415,0.5861395310246644,extended_classic
classic_trend_down_score4,fixed_25pct,24,44.30876133991472,-0.5569123866008527,-0.0676463856769282,0.7475233763294049,classic
rolling_pnl_filter_down,fixed_20pct,16,44.15209711053133,-0.5584790288946867,-0.2011825518077777,0.5875777125119025,extended_classic
rolling_win_filter_down,fixed_10pct,84,43.70573474573543,-0.5629426525426457,-0.0624727321636796,0.6949854560010469,extended_classic
vol_filter_down_clean,fixed_15pct,19,43.59640147476924,-0.5640359852523076,-0.2571226767527091,0.6305589350243719,extended_classic
regime_trend_down_price,fixed_20pct,8,42.68631147877093,-0.5731368852122907,-0.4839580132609982,0.6152219810364311,extended_classic
value_down_margin2,fixed_25pct,35,41.9643997849621,-0.5803560021503791,0.0072609975383147,0.740058088225668,extended_classic
rule_drop20_down,fixed_10pct,65,41.84311726954033,-0.5815688273045967,-0.1047621251988969,0.6570176414394573,bankroll
rule_drop20_down,fixed_10pct,65,41.84311726954031,-0.5815688273045969,-0.104762125198897,0.6570176414394574,optimizer
rolling_rule_drop10_down,fixed_25pct,13,41.39167689153012,-0.5860832310846988,-0.1964575330150343,0.6675978764235941,classic
pressure_down_strong,fixed_25pct,35,40.723103708020254,-0.5927689629197974,-0.0386853428571028,0.8168159403302435,extended_classic
classic_trend_down_liq,fixed_15pct,36,40.25770070507999,-0.5974229929492001,-0.1369245908799326,0.6423953171931146,classic
pressure_down_confirm,fixed_15pct,36,40.25770070507999,-0.5974229929492001,-0.1369245908799326,0.6423953171931146,extended_classic
regime_trend_down,fixed_15pct,25,40.15866053975895,-0.5984133946024105,-0.2088340734481046,0.6712341187776201,extended_classic
classic_trend_down_score3,fixed_20pct,65,39.53976317042296,-0.6046023682957704,-0.0226401387616439,0.8076452992907385,classic
rule_drop10_down_combo75_neg,full_kelly,11,38.02187711391635,-0.6197812288608365,-0.1425118161182552,0.6452039690129039,optimizer
rule_drop10_down_pricecap75,half_kelly,30,37.329515259965575,-0.6267048474003443,-0.0384670972669803,0.7379736744141016,optimizer
classic_neutral_value_up,fixed_15pct,22,36.40063899973721,-0.6359936100026279,-0.2117960872483454,0.6359936100026279,classic
classic_trend_down_midrange,fixed_15pct,73,35.76804582471265,-0.6423195417528735,-0.0400452662335356,0.744089950116591,classic
vol_filter_down_midrange,fixed_20pct,20,34.66669953500012,-0.6533330046499988,-0.2116625242342488,0.7124207914196038,extended_classic
regime_trend_down_price,fixed_25pct,8,33.96234099284962,-0.6603765900715037,-0.4839580132609982,0.7012247665233847,extended_classic
rolling_pnl_filter_down,fixed_25pct,16,33.78974984907528,-0.6621025015092472,-0.2011825518077778,0.6895869870324185,extended_classic
baseline_rule_drop10_down,fixed_15pct,97,33.06185625730593,-0.6693814374269407,-0.0328865553394153,0.8034323797276061,extended_classic
tiered_down_score_signal,fixed_15pct,97,33.06185625730593,-0.6693814374269407,-0.0328865553394153,0.8034323797276061,extended_classic
classic_trend_down_basic,fixed_15pct,97,33.06185625730593,-0.6693814374269407,-0.0328865553394153,0.8034323797276061,classic
vol_filter_down_clean,fixed_20pct,19,32.06145869173931,-0.6793854130826069,-0.2571226767527091,0.7424566567482256,extended_classic
rule_drop10_to50_down,full_kelly,41,31.867675770336056,-0.6813232422966394,-0.0088751779198839,0.8066823523085721,optimizer
model_value_random_forest_edge2pct,quarter_kelly,152,30.4001172974887,-0.695998827025113,0.0946836390919831,0.7694812677241526,bankroll
model_value_logistic,fixed_10pct,166,30.20344322224759,-0.697965567777524,0.0535697054726605,0.8375133498971459,bankroll
model_value_random_forest,quarter_kelly,168,29.178622655673536,-0.7082137734432646,0.063222209016804,0.7864310498265772,bankroll
model_value_logistic,quarter_kelly,166,28.732163188087817,-0.7126783681191218,0.0535697054726605,0.7968058528344834,bankroll
model_value_random_forest,fixed_10pct,168,28.2659082845588,-0.7173409171544121,0.063222209016804,0.90282165891539,bankroll
rule_drop10_down,full_kelly,43,28.09638834015261,-0.7190361165984739,0.0098802348756035,0.8605559487210073,optimizer
regime_trend_down,fixed_20pct,25,28.004475700224056,-0.7199552429977594,-0.2088340734481046,0.7858122898005426,extended_classic
model_value_logistic_edge2pct,fixed_10pct,129,27.6332275491039,-0.723667724508961,0.0094981356266996,0.8811858596880584,bankroll
model_value_logistic_edge2pct,quarter_kelly,129,27.301264937879303,-0.726987350621207,0.0094981356266996,0.813864313776614,bankroll
classic_trend_down_liq,fixed_20pct,36,27.29991274962949,-0.7270008725037052,-0.1369245908799326,0.7666561726729718,classic
rule_drop10_down_good_liq250,fixed_20pct,36,27.29991274962949,-0.7270008725037052,-0.1369245908799326,0.7666561726729718,optimizer
pressure_down_confirm,fixed_20pct,36,27.29991274962949,-0.7270008725037052,-0.1369245908799326,0.7666561726729718,extended_classic
rule_drop10_to30_down,full_kelly,34,27.22790955856643,-0.7277209044143357,0.0294398544640544,0.8178195820599705,optimizer
classic_trend_down_score3,fixed_25pct,65,26.4860451187142,-0.735139548812858,-0.0226401387616439,0.8891035022724452,classic
rolling_win_filter_down,fixed_15pct,84,26.40935666112368,-0.7359064333887633,-0.0624727321636796,0.8445335017872193,extended_classic
rule_drop20_down,full_kelly,15,25.754709522919413,-0.7424529047708059,-0.206955983506959,0.7720915394387932,optimizer
rule_drop30_down,fixed_20pct,47,25.40822004132109,-0.7459177995867892,-0.107589954590257,0.796883913879405,optimizer
rule_drop30_down,fixed_20pct,47,25.408220041321087,-0.7459177995867892,-0.1075899545902569,0.796883913879405,bankroll
vol_filter_down_midrange,fixed_25pct,20,25.05113121294564,-0.7494886878705436,-0.2116625242342488,0.8019990388707794,extended_classic
vol_filter_down_clean,fixed_25pct,19,23.088746745480396,-0.7691125325451961,-0.2571226767527091,0.82405173650964,extended_classic
classic_neutral_value_up,fixed_20pct,22,22.762087753407805,-0.772379122465922,-0.2117960872483454,0.772379122465922,classic
classic_trend_down_midrange,fixed_20pct,73,21.69496209982152,-0.7830503790017849,-0.0400452662335356,0.8566453740028949,classic
rule_drop10_to50_down,fixed_20pct,73,21.69496209982152,-0.7830503790017849,-0.0400452662335356,0.8566453740028949,optimizer
rule_drop10_down_size_strong_neg,fixed_20pct,48,20.97720479467344,-0.7902279520532656,-0.1172740336674039,0.8517032442833269,optimizer
rule_drop10_down,fixed_20pct,97,19.320332325550165,-0.8067966767444983,-0.0328865553394153,0.9001333407972654,optimizer
tiered_down_score_signal,fixed_20pct,97,19.320332325550165,-0.8067966767444983,-0.0328865553394153,0.9001333407972654,extended_classic
rule_drop10_down,fixed_20pct,97,19.320332325550165,-0.8067966767444983,-0.0328865553394153,0.9001333407972654,bankroll
classic_trend_down_basic,fixed_20pct,97,19.320332325550165,-0.8067966767444983,-0.0328865553394153,0.9001333407972654,classic
baseline_rule_drop10_down,fixed_20pct,97,19.320332325550165,-0.8067966767444983,-0.0328865553394153,0.9001333407972654,extended_classic
regime_trend_down,fixed_25pct,25,18.900732818827706,-0.810992671811723,-0.2088340734481046,0.8649868563751844,extended_classic
classic_trend_down_liq,fixed_25pct,36,17.60955281946451,-0.8239044718053549,-0.1369245908799326,0.8551004296072416,classic
pressure_down_confirm,fixed_25pct,36,17.60955281946451,-0.8239044718053549,-0.1369245908799326,0.8551004296072416,extended_classic
tiered_down_score_signal,tiered_score,97,16.665502204043154,-0.8333449779595685,-0.0328865553394153,0.8845039208202742,extended_classic
rule_drop10_down_size_neg,fixed_20pct,54,15.76684457205555,-0.8423315542794445,-0.1258959785138737,0.8902687394252319,optimizer
rolling_win_filter_down,fixed_20pct,84,14.776086188895158,-0.8522391381110485,-0.0624727321636796,0.926126072937378,extended_classic
rule_drop10_down_pricecap80,full_kelly,35,14.720364811665128,-0.8527963518833487,0.0110146054990116,0.9151691522300478,optimizer
rule_drop20_down,fixed_20pct,65,13.549145106959593,-0.8645085489304041,-0.1047621251988969,0.9069429806018036,optimizer
rule_drop20_down,fixed_20pct,65,13.549145106959593,-0.8645085489304041,-0.104762125198897,0.9069429806018036,bankroll
rule_rise30to50_up,full_kelly,11,13.369623964506804,-0.866303760354932,0.0039028461579386,0.946638997413734,optimizer
classic_neutral_value_up,fixed_25pct,22,13.191978831565592,-0.868080211684344,-0.2117960872483455,0.8680802116843441,classic
classic_trend_down_midrange,fixed_25pct,73,12.001843209950785,-0.8799815679004921,-0.0400452662335356,0.9255517616742532,classic
classic_trend_down_basic,fixed_25pct,97,10.248404071013764,-0.8975159592898624,-0.0328865553394153,0.9531570271254116,classic
tiered_down_score_signal,fixed_25pct,97,10.248404071013764,-0.8975159592898624,-0.0328865553394153,0.9531570271254116,extended_classic
baseline_rule_drop10_down,fixed_25pct,97,10.248404071013764,-0.8975159592898624,-0.0328865553394153,0.9531570271254116,extended_classic
rolling_win_filter_down,fixed_25pct,84,7.553027808452893,-0.924469721915471,-0.0624727321636796,0.9676987941934913,extended_classic
model_value_baseline,fixed_20pct,178,6.350739088868725,-0.9364926091113128,0.1963948042228678,0.9910695483175236,bankroll
model_value_logistic,half_kelly,166,4.756521990125979,-0.9524347800987402,0.0535697054726605,0.9768649594299076,bankroll
model_value_logistic_edge2pct,half_kelly,129,4.362624211882634,-0.9563737578811736,0.0094981356266996,0.9804820828932728,bankroll
model_value_random_forest_edge2pct,half_kelly,152,2.4926635091585645,-0.9750733649084145,0.0946836390919831,0.9784267122427076,bankroll
model_value_random_forest,half_kelly,168,2.292185286868817,-0.9770781471313118,0.063222209016804,0.9812422485401606,bankroll
model_value_logistic_edge2pct,fixed_20pct,129,1.9611276048464843,-0.9803887239515352,0.0094981356266996,0.995615001340218,bankroll
model_value_baseline_edge2pct,fixed_20pct,164,1.503364534362362,-0.9849663546563764,0.1714859394141233,0.9963819786673356,bankroll
model_value_logistic,fixed_20pct,166,0.853952595430594,-0.991460474045694,0.0535697054726605,0.9962711762302456,bankroll
model_value_random_forest_edge2pct,fixed_20pct,152,0.7153124539113409,-0.9928468754608866,0.0946836390919831,0.9963499492441716,bankroll
model_value_random_forest,fixed_20pct,168,0.1963504652675218,-0.9980364953473247,0.063222209016804,0.9987378606665198,bankroll
model_value_baseline,full_kelly,178,0.0092735662024649,-0.9999072643379754,0.1963948042228678,0.999986618881232,bankroll
model_value_baseline_edge2pct,full_kelly,164,0.0043853510646084,-0.999956146489354,0.1714859394141233,0.9999932138398812,bankroll
model_value_random_forest_edge2pct,full_kelly,152,0.0001172882891053,-0.999998827117109,0.0946836390919831,0.9999991080414676,bankroll
model_value_random_forest,full_kelly,168,9.830550990340302e-05,-0.999999016944901,0.063222209016804,0.9999992524024436,bankroll
model_value_logistic,full_kelly,112,-0.0082619395520445,-1.0000826193955203,0.0477555940970864,1.0000654371390532,bankroll
model_value_logistic_edge2pct,full_kelly,90,-0.0107980421384277,-1.0001079804213844,0.0949944525730627,1.0000720983240228,bankroll
rule_drop10_down_pricecap75,full_kelly,2,-1.8495890410958964,-1.018495890410959,-0.2453108535300316,1.0136986301369864,optimizer
